Country,Category,Description,Units,Year,Month,Quantity,Value,M2
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,399888135,1492987856,399888135
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,293840220,1074716171,293840220
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,341304094,1203186446,341304094
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,1,266078043,866085059,266078043
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,2,187630333,602718159,187630333
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,3,211610813,665204495,211610813
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,4,166599738,562124746,166599738
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,5,187607359,614693088,187607359
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,6,152158460,512619178,152158460
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,7,221886557,745804900,221886557
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,8,189693974,615895341,189693974
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,9,181743605,594437133,181743605
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,10,181785342,578488248,181785342
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,11,143753428,433561343,143753428
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,12,169290964,498131021,169290964
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,1,16354239,36354223,16354239
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,2,6892340,19506398,6892340
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,3,9422849,27017777,9422849
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,4,8675674,22146970,8675674
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,5,6809902,17354391,6809902
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,6,7144742,17044610,7144742
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,7,8946360,22081208,8946360
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,8,12483900,31871320,12483900
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,9,11085567,25338077,11085567
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,10,9239309,22273153,9239309
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,11,5182249,17820126,5182249
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,12,4628429,15187433,4628429
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,1,87279955,282929402,87279955
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,2,52392301,189747888,52392301
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,3,72998752,253941017,72998752
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,4,67076890,224882871,67076890
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,5,69003806,241037441,69003806
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,6,77896675,268355158,77896675
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,7,94287586,337210851,94287586
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,8,131334999,406966167,131334999
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,9,107383082,390532119,107383082
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,10,75117226,260229394,75117226
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,11,64233689,221708556,64233689
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,12,84123853,243278091,84123853
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,1,696547443,1440013024,696547443
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,2,558440669,1088956645,558440669
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,3,494945567,937995228,494945567
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,4,570971712,1051475871,570971712
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,5,696019427,1243111569,696019427
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,6,802736766,1512596980,802736766
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,7,969608592,1852762070,969608592
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,8,1012831724,1860988823,1012831724
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,9,966773931,1768305186,966773931
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,10,779783109,1425271247,779783109
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,11,596045311,1040574121,596045311
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,12,634128096,1094331316,634128096
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,1,32321235,135513754,32321235
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,2,18585026,75956178,18585026
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,3,21224292,89121084,21224292
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,4,16601231,67688443,16601231
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,5,20944544,87284613,20944544
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,6,18331550,82640168,18331550
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,7,20942227,100060784,20942227
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,8,23582127,99661305,23582127
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,9,27752475,105894928,27752475
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,10,21905631,91605999,21905631
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,11,16620745,67540214,16620745
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,12,20517036,82929682,20517036
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,1,26662689,111267220,26662689
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,2,42383204,139909044,42383204
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,3,51030822,164880229,51030822
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,4,38528397,120545376,38528397
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,5,44156523,137245013,44156523
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,6,40080218,129860507,40080218
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,7,40797393,133787285,40797393
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,8,38283451,134223965,38283451
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,9,42904382,135188338,42904382
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,10,36533129,122160374,36533129
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,11,39594507,123736105,39594507
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,12,35798243,111524335,35798243
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,1,33084359,123889928,33084359
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,2,62739474,214605601,62739474
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,3,65862863,225794055,65862863
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,4,44702279,156364239,44702279
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,5,68146462,238824215,68146462
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,6,63809320,221068773,63809320
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,7,60121135,207715241,60121135
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,8,66909182,233649175,66909182
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,9,58879459,210702302,58879459
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,10,55780223,202717104,55780223
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,11,52992292,191404632,52992292
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,12,55411747,198607003,55411747
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,1,118521336,485271416,118521336
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,2,98368389,395284631,98368389
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,3,111883568,450539567,111883568
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,4,105240590,420964377,105240590
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,5,106283416,380541504,106283416
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,6,101916831,378704443,101916831
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,7,112186609,402348782,112186609
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,8,101407286,348573626,101407286
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,9,103676568,359848683,103676568
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,10,94793748,323255238,94793748
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,11,69288923,236111674,69288923
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,12,89671089,288209878,89671089
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,1,112424217,453257579,112424217
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,2,89882601,344739797,89882601
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,3,96664572,393264045,96664572
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,4,73710368,321754893,73710368
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,5,70871264,325977084,70871264
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,6,65409463,282127314,65409463
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,7,81861899,357457816,81861899
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,8,95730400,412265180,95730400
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,9,100857780,411234306,100857780
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,10,92055915,372110907,92055915
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,11,50849478,241461314,50849478
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,12,62975979,273945600,62975979
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,1,35895570,186121730,35895570
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,2,26345595,123363758,26345595
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,3,27963875,150184822,27963875
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,4,19368699,104805625,19368699
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,5,21035962,116923176,21035962
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,6,17808526,126564168,17808526
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,7,23270454,161989045,23270454
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,8,27575542,188183865,27575542
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,9,22790587,158205044,22790587
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,10,19618299,133268244,19618299
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,11,11623512,78304565,11623512
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,12,19970575,125686322,19970575
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,1,54746511,224488949,54746511
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,2,60514884,234560891,60514884
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,3,71508378,264453430,71508378
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,4,59990832,223494785,59990832
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,5,66969391,255275640,66969391
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,6,64154016,247927987,64154016
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,7,54061722,244868728,54061722
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,8,56221688,256061889,56221688
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,9,48365950,223204224,48365950
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,10,50917569,243595869,50917569
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,11,45235697,206857158,45235697
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,12,39657580,187197438,39657580
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,1,49664233,186019382,49664233
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,2,46325903,148785772,46325903
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,3,57218785,179980727,57218785
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,4,41757603,141985240,41757603
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,5,45125345,151797727,45125345
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,6,51564451,158197401,51564451
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,7,51572886,187824524,51572886
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,8,51841167,174023617,51841167
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,9,51735852,176968249,51735852
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,10,52871629,172782724,52871629
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,11,43626446,137510629,43626446
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,12,40401681,135690863,40401681
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,1,63910329,202055905,63910329
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,2,46493960,140250120,46493960
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,3,56459984,159952437,56459984
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,4,49175151,150245840,49175151
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,5,58191667,178341924,58191667
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,6,55109371,165884450,55109371
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,7,61153607,187255506,61153607
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,8,60302425,186525863,60302425
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,9,61093431,177159162,61093431
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,10,63240710,173719559,63240710
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,11,51492204,134072734,51492204
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,12,57230912,160702612,57230912
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,1,35852822,169026939,35852822
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,2,30086508,134219162,30086508
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,3,28397672,141122034,28397672
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,4,27248006,138370126,27248006
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,5,28475149,125194843,28475149
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,6,28248512,129352129,28248512
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,7,32207897,145832127,32207897
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,8,34681930,151418430,34681930
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,9,28050225,132742700,28050225
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,10,26340105,126171971,26340105
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,11,23902286,99920664,23902286
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,12,28135583,116873864,28135583
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,1,10276879,87196984,10276879
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,2,10118778,84631387,10118778
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,3,12105394,86514660,12105394
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,4,10376609,76915740,10376609
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,5,10996676,84328736,10996676
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,6,8868795,76333860,8868795
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,7,10450806,90788907,10450806
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,8,10742736,88226255,10742736
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,9,9940780,82938674,9940780
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,10,9515963,76449687,9515963
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,11,9236996,66029219,9236996
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,12,8144703,67266988,8144703
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,1,343068337,1266823287,343068337
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,2,304913330,1094354739,304913330
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,3,278537658,1006632708,278537658
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,4,286524223,1000390959,286524223
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,5,305291735,1124515912,305291735
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,6,316610130,1243364619,316610130
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,7,367820253,1477066416,367820253
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,8,363105233,1443116978,363105233
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,9,374976121,1415804068,374976121
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,10,304914900,1151861964,304914900
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,11,266730875,953048355,266730875
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2023,12,295556486,999642754,295556486
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,1,282214084,750969521,282214084
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,2,247973904,683052192,247973904
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,3,379283134,1029168016,379283134
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,4,287199750,819354568,287199750
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,5,278755733,811834442,278755733
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,6,284504648,908568347,284504648
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,7,203336253,693753229,203336253
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,8,269283922,928523673,269283922
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,9,266362424,911070362,266362424
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,10,262785238,910694778,262785238
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,11,167974800,597323745,167974800
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,12,206291261,683919611,206291261
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,1,11287342,27488858,11287342
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,2,11905737,26746405,11905737
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,3,10820523,24594582,10820523
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,4,13890116,32793131,13890116
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,5,15080939,37821909,15080939
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,6,9707652,25670169,9707652
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,7,9641805,29216110,9641805
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,8,18332314,50018582,18332314
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,9,14285786,36385385,14285786
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,10,14414327,34066060,14414327
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,11,11416892,31374335,11416892
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,12,11256763,26140398,11256763
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,1,105516915,325074764,105516915
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,2,120837036,339519531,120837036
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,3,144040945,413161832,144040945
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,4,133397325,376441638,133397325
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,5,126736733,364052960,126736733
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,6,101042402,338160748,101042402
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,7,128441304,415568693,128441304
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,8,142057385,459922329,142057385
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,9,129476320,479536447,129476320
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,10,91865323,342592370,91865323
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,11,60314326,232599495,60314326
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,12,76770978,258965134,76770978
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,1,996027219,1909841641,996027219
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,2,949427850,1684634865,949427850
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,3,900387597,1725617170,900387597
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,4,710588690,1366129686,710588690
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,5,845099179,1593080970,845099179
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,6,1042952551,1981745833,1042952551
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,7,1264877331,2544818780,1264877331
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,8,1258779271,2765551136,1258779271
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,9,931619749,2171059269,931619749
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,10,705247512,1601924702,705247512
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,11,551032274,1180202253,551032274
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,12,617010893,1226015590,617010893
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,1,38221523,117687158,38221523
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,2,33805092,111593256,33805092
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,3,46077579,137141270,46077579
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,4,51779577,141593118,51779577
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,5,42539585,142794466,42539585
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,6,26928945,109551244,26928945
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,7,33892131,139209695,33892131
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,8,23882971,106318307,23882971
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,9,24845951,118980976,24845951
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,10,24033096,113769511,24033096
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,11,22112038,96502238,22112038
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,12,18133088,86215662,18133088
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,1,42725110,125339740,42725110
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,2,53110788,156148384,53110788
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,3,68045558,206494903,68045558
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,4,46544995,147198515,46544995
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,5,55005672,165454109,55005672
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,6,52786508,164977950,52786508
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,7,55211033,182943374,55211033
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,8,45111946,165501402,45111946
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,9,47668642,169877561,47668642
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,10,43687835,156120262,43687835
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,11,39740843,139330308,39740843
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,12,36236432,130795418,36236432
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,1,48338205,155641404,48338205
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2022,2,70153205,223031762,70153205
